"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"05.12.2017","11.792,90","11.806,70","11.841,22","11.738,86","","-0,23%"
"04.12.2017","11.819,54","11.786,80","11.860,64","11.765,03","","0,83%"
"01.12.2017","11.721,89","11.813,18","11.828,38","11.695,19","","-0,72%"
"30.11.2017","11.806,72","11.718,77","11.807,08","11.692,49","","0,69%"
"29.11.2017","11.725,27","11.789,98","11.830,98","11.712,00","","-0,22%"
"28.11.2017","11.751,11","11.752,60","11.755,83","11.696,78","","0,13%"
"27.11.2017","11.736,40","11.800,39","11.822,03","11.735,44","","-0,41%"
"24.11.2017","11.784,87","11.768,19","11.814,43","11.735,21","","0,07%"
"23.11.2017","11.776,59","11.754,54","11.776,59","11.704,05","","-0,04%"
"22.11.2017","11.781,14","11.828,34","11.838,01","11.764,73","","-0,34%"
"21.11.2017","11.820,74","11.758,82","11.825,73","11.736,58","","0,62%"
"20.11.2017","11.747,75","11.689,97","11.758,85","11.645,23","","0,32%"
"17.11.2017","11.710,21","11.746,78","11.751,68","11.696,84","","-0,21%"
"16.11.2017","11.735,20","11.658,13","11.751,74","11.643,28","","0,85%"
"15.11.2017","11.635,80","11.664,14","11.677,26","11.558,65","","-0,54%"
"14.11.2017","11.698,41","11.600,79","11.722,86","11.600,79","","0,92%"
"13.11.2017","11.591,49","11.730,57","11.733,40","11.535,18","","-1,01%"
"10.11.2017","11.709,95","11.704,21","11.727,64","11.674,59","","-0,02%"
"09.11.2017","11.712,05","11.923,16","11.923,16","11.709,70","","-1,73%"
"08.11.2017","11.918,11","11.950,27","11.981,27","11.892,00","","-0,33%"
"07.11.2017","11.957,25","12.078,09","12.078,09","11.945,09","","-1,05%"
